"LAU2","sampY","sampM","sampD"
"EE00600510314",2016,2,14
"EE00600510314",2016,2,16
"EE00600510314",2016,2,17
"EE00600510314",2016,2,18
"EE00600510314",2016,2,19
"EE00600510314",2016,2,20
"EE00600510314",2016,2,21
"EE00600510314",2016,2,22
"EE00600510314",2016,2,23
"EE00600510314",2016,2,24
"EE00600510314",2016,2,25
"EE00600510314",2016,2,26
"EE00600510314",2016,2,27
"EE00600510314",2016,2,28
"EE00600510314",2016,2,29
"EE00600510325",2016,1,1
"EE00600510325",2015,12,31
"EE00600510325",2016,1,4
"EE00600510325",2016,1,2
"EE00600510325",2016,1,3
"EE00600510325",2016,1,5
"EE00600510325",2016,1,6
"EE00600510325",2016,1,7
"EE00600510325",2016,1,8
"EE00600510325",2016,1,9
"EE00600510325",2016,1,10
"EE00600510325",2016,1,11
"EE00600510325",2016,1,12
"EE00600510325",2016,1,13
"EE00600510325",2016,1,14
"EE00600510325",2016,1,15
"EE00600510325",2016,1,16
"EE00600510325",2016,1,17
"EE00600510325",2016,1,18
"EE00600510325",2016,1,19
"EE00600510325",2016,1,20
"EE00600510325",2016,1,21
"EE00600510325",2016,1,22
"EE00600510325",2016,1,23
"EE00600510325",2016,1,24
"EE00600510325",2016,1,25
"EE00600510325",2016,1,26
"EE00600510325",2016,1,27
"EE00600510325",2016,1,28
"EE00600510325",2016,1,29
"EE00600510325",2016,1,30
"EE00600510325",2016,1,31
"EE00600510325",2016,2,1
"EE00600510325",2016,2,2
"EE00600510325",2016,2,3
"EE00600510325",2016,2,4
"EE00600510325",2016,2,5
"EE00600510325",2016,2,6
"EE00600510325",2016,2,7
"EE00600510325",2016,2,8
"EE00600510325",2016,2,9
"EE00600510325",2016,2,10
"EE00600510325",2016,2,11
"EE00600510325",2016,2,12
"EE00600510325",2016,2,13
"EE00600510325",2016,2,15
"EE00600510325",2016,2,14
"EE00600510325",2016,2,16
"EE00600510325",2016,2,17
"EE00600510325",2016,2,18
"EE00600510325",2016,2,19
"EE00600510325",2016,2,20
"EE00600510325",2016,2,21
"EE00600510325",2016,2,22
"EE00600510325",2016,2,23
"EE00600510325",2016,2,24
"EE00600510325",2016,2,25
"EE00600510325",2016,2,26
"EE00600510325",2016,2,27
"EE00600510325",2016,2,28
"EE00600510325",2016,2,29
"EE00600510565",2016,1,1
"EE00600510565",2015,12,31
"EE00600510565",2016,1,4
"EE00600510565",2016,1,2
"EE00600510565",2016,1,3
"EE00600510565",2016,1,5
"EE00600510565",2016,1,6
"EE00600510565",2016,1,7
"EE00600510565",2016,1,8
"EE00600510565",2016,1,9
"EE00600510565",2016,1,10
"EE00600510565",2016,1,11
"EE00600510565",2016,1,12
"EE00600510565",2016,1,13
"EE00600510565",2016,1,14
"EE00600510565",2016,1,15
"EE00600510565",2016,1,16
"EE00600510565",2016,1,17
"EE00600510565",2016,1,18
"EE00600510565",2016,1,19
"EE00600510565",2016,1,20
"EE00600510565",2016,1,21
"EE00600510565",2016,1,22
"EE00600510565",2016,1,23
"EE00600510565",2016,1,24
"EE00600510565",2016,1,25
"EE00600510565",2016,1,26
"EE00600510565",2016,1,27
"EE00600510565",2016,1,28
"EE00600510565",2016,1,29
"EE00600510565",2016,1,30
"EE00600510565",2016,1,31
"EE00600510565",2016,2,1
"EE00600510565",2016,2,2
"EE00600510565",2016,2,3
"EE00600510565",2016,2,4
"EE00600510565",2016,2,5
"EE00600510565",2016,2,6
"EE00600510565",2016,2,7
"EE00600510565",2016,2,8
"EE00600510565",2016,2,9
"EE00600510565",2016,2,10
"EE00600510565",2016,2,11
"EE00600510565",2016,2,12
"EE00600510565",2016,2,13
"EE00600510565",2016,2,15
"EE00600510565",2016,2,14
"EE00600510565",2016,2,16
"EE00600510565",2016,2,17
"EE00600510565",2016,2,18
"EE00600510565",2016,2,19
"EE00600510565",2016,2,20
"EE00600510565",2016,2,21
"EE00600510565",2016,2,22
"EE00600510565",2016,2,23
"EE00600510565",2016,2,24
"EE00600510565",2016,2,25
"EE00600510565",2016,2,26
"EE00600510565",2016,2,27
"EE00600510565",2016,2,28
"EE00600510565",2016,2,29
"EE00600510566",2016,1,1
"EE00600510566",2015,12,31
"EE00600510566",2016,1,4
"EE00600510566",2016,1,2
"EE00600510566",2016,1,3
"EE00600510566",2016,1,5
"EE00600510566",2016,1,6
"EE00600510566",2016,1,7
"EE00600510566",2016,1,8
"EE00600510566",2016,1,9
"EE00600510566",2016,1,10
"EE00600510566",2016,1,11
"EE00600510566",2016,1,12
"EE00600510566",2016,1,13
"EE00600510566",2016,1,14
"EE00600510566",2016,1,15
"EE00600510566",2016,1,16
"EE00600510566",2016,1,17
"EE00600510566",2016,1,18
"EE00600510566",2016,1,19
"EE00600510566",2016,1,20
"EE00600510566",2016,1,21
"EE00600510566",2016,1,22
"EE00600510566",2016,1,23
"EE00600510566",2016,1,24
"EE00600510566",2016,1,25
"EE00600510566",2016,1,26
"EE00600510566",2016,1,27
"EE00600510566",2016,1,28
"EE00600510566",2016,1,29
"EE00600510566",2016,1,30
"EE00600510566",2016,1,31
"EE00600510566",2016,2,1
"EE00600510566",2016,2,2
"EE00600510566",2016,2,3
"EE00600510566",2016,2,4
"EE00600510566",2016,2,5
"EE00600510566",2016,2,6
"EE00600510566",2016,2,7
"EE00600510566",2016,2,8
"EE00600510566",2016,2,9
"EE00600510566",2016,2,10
"EE00600510566",2016,2,11
"EE00600510566",2016,2,12
"EE00600510566",2016,2,13
"EE00600510566",2016,2,15
"EE00600510566",2016,2,14
"EE00600510566",2016,2,16
"EE00600510566",2016,2,17
"EE00600510566",2016,2,18
"EE00600510566",2016,2,19
"EE00600510566",2016,2,20
"EE00600510566",2016,2,21
"EE00600510566",2016,2,22
"EE00600510566",2016,2,23
"EE00600510566",2016,2,24
"EE00600510566",2016,2,25
"EE00600510566",2016,2,26
"EE00600510566",2016,2,27
"EE00600510566",2016,2,28
"EE00600510566",2016,2,29
"EE00600510684",2016,1,1
"EE00600510684",2015,12,31
"EE00600510684",2016,1,4
"EE00600510684",2016,1,2
"EE00600510684",2016,1,3
"EE00600510684",2016,1,5
"EE00600510684",2016,1,6
"EE00600510684",2016,1,7
"EE00600510684",2016,1,8
"EE00600510684",2016,1,9
"EE00600510684",2016,1,10
"EE00600510684",2016,1,11
"EE00600510684",2016,1,12
"EE00600510684",2016,1,13
"EE00600510684",2016,1,14
"EE00600510684",2016,1,15
"EE00600510684",2016,1,16
"EE00600510684",2016,1,17
"EE00600510684",2016,1,18
"EE00600510684",2016,1,19
"EE00600510684",2016,1,20
"EE00600510684",2016,1,21
"EE00600510684",2016,1,22
"EE00600510684",2016,1,23
"EE00600510684",2016,1,24
"EE00600510684",2016,1,25
"EE00600510684",2016,1,26
"EE00600510684",2016,1,27
"EE00600510684",2016,1,28
"EE00600510684",2016,1,29
"EE00600510684",2016,1,30
"EE00600510684",2016,1,31
"EE00600510684",2016,2,1
"EE00600510684",2016,2,2
"EE00600510684",2016,2,3
"EE00600510684",2016,2,4
"EE00600510684",2016,2,5
"EE00600510684",2016,2,6
"EE00600510684",2016,2,7
"EE00600510684",2016,2,8
"EE00600510684",2016,2,9
"EE00600510684",2016,2,10
"EE00600510684",2016,2,11
"EE00600510684",2016,2,12
"EE00600510684",2016,2,13
"EE00600510684",2016,2,15
"EE00600510684",2016,2,14
"EE00600510684",2016,2,16
"EE00600510684",2016,2,17
"EE00600510684",2016,2,18
"EE00600510684",2016,2,19
"EE00600510684",2016,2,20
"EE00600510684",2016,2,21
"EE00600510684",2016,2,22
"EE00600510684",2016,2,23
"EE00600510684",2016,2,24
"EE00600510684",2016,2,25
"EE00600510684",2016,2,26
"EE00600510684",2016,2,27
"EE00600510684",2016,2,28
"EE00600510684",2016,2,29
"EE00600510835",2016,1,1
"EE00600510835",2015,12,31
"EE00600510835",2016,1,4
"EE00600510835",2016,1,2
"EE00600510835",2016,1,3
"EE00600510835",2016,1,5
"EE00600510835",2016,1,6
"EE00600510835",2016,1,7
"EE00600510835",2016,1,8
"EE00600510835",2016,1,9
"EE00600510835",2016,1,10
"EE00600510835",2016,1,11
"EE00600510835",2016,1,12
"EE00600510835",2016,1,13
"EE00600510835",2016,1,14
"EE00600510835",2016,1,15
"EE00600510835",2016,1,16
"EE00600510835",2016,1,17
"EE00600510835",2016,1,18
"EE00600510835",2016,1,19
"EE00600510835",2016,1,20
"EE00600510835",2016,1,21
"EE00600510835",2016,1,22
"EE00600510835",2016,1,23
"EE00600510835",2016,1,24
"EE00600510835",2016,1,25
"EE00600510835",2016,1,26
"EE00600510835",2016,1,27
"EE00600510835",2016,1,28
"EE00600510835",2016,1,29
"EE00600510835",2016,1,30
"EE00600510835",2016,1,31
"EE00600510835",2016,2,1
"EE00600510835",2016,2,2
"EE00600510835",2016,2,3
"EE00600510835",2016,2,4
"EE00600510835",2016,2,5
"EE00600510835",2016,2,6
"EE00600510835",2016,2,7
"EE00600510835",2016,2,8
"EE00600510835",2016,2,9
"EE00600510835",2016,2,10
"EE00600510835",2016,2,11
"EE00600510835",2016,2,12
"EE00600510835",2016,2,13
"EE00600510835",2016,2,15
"EE00600510835",2016,2,14
"EE00600510835",2016,2,16
"EE00600510835",2016,2,17
"EE00600510835",2016,2,18
"EE00600510835",2016,2,19
"EE00600510835",2016,2,20
"EE00600510835",2016,2,21
"EE00600510835",2016,2,22
"EE00600510835",2016,2,23
"EE00600510835",2016,2,24
"EE00600510835",2016,2,25
"EE00600510835",2016,2,26
"EE00600510835",2016,2,27
"EE00600510835",2016,2,28
"EE00600510835",2016,2,29
"EE00600510937",2016,1,1
"EE00600510937",2015,12,31
"EE00600510937",2016,1,4
"EE00600510937",2016,1,2
"EE00600510937",2016,1,3
"EE00600510937",2016,1,5
"EE00600510937",2016,1,6
"EE00600510937",2016,1,7
"EE00600510937",2016,1,8
"EE00600510937",2016,1,9
"EE00600510937",2016,1,10
"EE00600510937",2016,1,11
"EE00600510937",2016,1,12
"EE00600510937",2016,1,13
"EE00600510937",2016,1,14
"EE00600510937",2016,1,15
"EE00600510937",2016,1,16
"EE00600510937",2016,1,17
"EE00600510937",2016,1,18
"EE00600510937",2016,1,19
"EE00600510937",2016,1,20
"EE00600510937",2016,1,21
"EE00600510937",2016,1,22
"EE00600510937",2016,1,23
"EE00600510937",2016,1,24
"EE00600510937",2016,1,25
"EE00600510937",2016,1,26
"EE00600510937",2016,1,27
"EE00600510937",2016,1,28
"EE00600510937",2016,1,29
"EE00600510937",2016,1,30
"EE00600510937",2016,1,31
"EE00600510937",2016,2,1
"EE00600510937",2016,2,2
"EE00600510937",2016,2,3
"EE00600510937",2016,2,4
"EE00600510937",2016,2,5
"EE00600510937",2016,2,6
"EE00600510937",2016,2,7
"EE00600510937",2016,2,8
"EE00600510937",2016,2,9
"EE00600510937",2016,2,10
"EE00600510937",2016,2,11
"EE00600510937",2016,2,12
"EE00600510937",2016,2,13
"EE00600510937",2016,2,15
"EE00600510937",2016,2,14
"EE00600510937",2016,2,16
"EE00600510937",2016,2,17
"EE00600510937",2016,2,18
"EE00600510937",2016,2,19
"EE00600510937",2016,2,20
"EE00600510937",2016,2,21
"EE00600510937",2016,2,22
"EE00600510937",2016,2,23
"EE00600510937",2016,2,24
"EE00600510937",2016,2,25
"EE00600510937",2016,2,26
"EE00600510937",2016,2,27
"EE00600510937",2016,2,28
"EE00600510937",2016,2,29
"EE00600590190",2016,1,1
"EE00600590190",2015,12,31
"EE00600590190",2016,1,4
"EE00600590190",2016,1,2
"EE00600590190",2016,1,3
"EE00600590190",2016,1,5
"EE00600590190",2016,1,6
"EE00600590190",2016,1,7
"EE00600590190",2016,1,8
"EE00600590190",2016,1,9
"EE00600590190",2016,1,10
"EE00600590190",2016,1,11
"EE00600590190",2016,1,12
"EE00600590190",2016,1,13
"EE00600590190",2016,1,14
"EE00600590190",2016,1,15
"EE00600590190",2016,1,16
"EE00600590190",2016,1,17
"EE00600590190",2016,1,18
"EE00600590190",2016,1,19
"EE00600590190",2016,1,20
"EE00600590190",2016,1,21
"EE00600590190",2016,1,22
"EE00600590190",2016,1,23
"EE00600590190",2016,1,24
"EE00600590190",2016,1,25
"EE00600590190",2016,1,26
"EE00600590190",2016,1,27
"EE00600590190",2016,1,28
"EE00600590190",2016,1,29
"EE00600590190",2016,1,30
"EE00600590190",2016,1,31
"EE00600590190",2016,2,1
"EE00600590190",2016,2,2
"EE00600590190",2016,2,3
"EE00600590190",2016,2,4
"EE00600590190",2016,2,5
"EE00600590190",2016,2,6
"EE00600590190",2016,2,7
"EE00600590190",2016,2,8
"EE00600590190",2016,2,9
"EE00600590190",2016,2,10
"EE00600590190",2016,2,11
"EE00600590190",2016,2,12
"EE00600590190",2016,2,13
"EE00600590190",2016,2,15
"EE00600590190",2016,2,14
"EE00600590190",2016,2,16
"EE00600590190",2016,2,17
"EE00600590190",2016,2,18
"EE00600590190",2016,2,19
"EE00600590190",2016,2,20
"EE00600590190",2016,2,21
"EE00600590190",2016,2,22
"EE00600590190",2016,2,23
"EE00600590190",2016,2,24
"EE00600590190",2016,2,25
"EE00600590190",2016,2,26
"EE00600590190",2016,2,27
"EE00600590190",2016,2,28
"EE00600590190",2016,2,29
"EE00600590272",2016,1,1
"EE00600590272",2015,12,31
"EE00600590272",2016,1,4
"EE00600590272",2016,1,2
"EE00600590272",2016,1,3
"EE00600590272",2016,1,5
"EE00600590272",2016,1,6
"EE00600590272",2016,1,7
"EE00600590272",2016,1,8
"EE00600590272",2016,1,9
"EE00600590272",2016,1,10
"EE00600590272",2016,1,11
"EE00600590272",2016,1,12
"EE00600590272",2016,1,13
"EE00600590272",2016,1,14
"EE00600590272",2016,1,15
"EE00600590272",2016,1,16
"EE00600590272",2016,1,17
"EE00600590272",2016,1,18
"EE00600590272",2016,1,19
"EE00600590272",2016,1,20
"EE00600590272",2016,1,21
"EE00600590272",2016,1,22
"EE00600590272",2016,1,23
"EE00600590272",2016,1,24
"EE00600590272",2016,1,25
"EE00600590272",2016,1,26
"EE00600590272",2016,1,27
"EE00600590272",2016,1,28
"EE00600590272",2016,1,29
"EE00600590272",2016,1,30
"EE00600590272",2016,1,31
"EE00600590272",2016,2,1
"EE00600590272",2016,2,2
"EE00600590272",2016,2,3
"EE00600590272",2016,2,4
"EE00600590272",2016,2,5
"EE00600590272",2016,2,6
"EE00600590272",2016,2,7
"EE00600590272",2016,2,8
"EE00600590272",2016,2,9
"EE00600590272",2016,2,10
"EE00600590272",2016,2,11
"EE00600590272",2016,2,12
"EE00600590272",2016,2,13
"EE00600590272",2016,2,15
"EE00600590272",2016,2,14
"EE00600590272",2016,2,16
"EE00600590272",2016,2,17
"EE00600590272",2016,2,18
"EE00600590272",2016,2,19
"EE00600590272",2016,2,20
"EE00600590272",2016,2,21
"EE00600590272",2016,2,22
"EE00600590272",2016,2,23
"EE00600590272",2016,2,24
"EE00600590272",2016,2,25
"EE00600590272",2016,2,26
"EE00600590272",2016,2,27
"EE00600590272",2016,2,28
"EE00600590272",2016,2,29
"EE00600590345",2016,1,1
"EE00600590345",2015,12,31
"EE00600590345",2016,1,4
"EE00600590345",2016,1,2
"EE00600590345",2016,1,3
"EE00600590345",2016,1,5
"EE00600590345",2016,1,6
"EE00600590345",2016,1,7
"EE00600590345",2016,1,8
"EE00600590345",2016,1,9
"EE00600590345",2016,1,10
"EE00600590345",2016,1,11
"EE00600590345",2016,1,12
"EE00600590345",2016,1,13
"EE00600590345",2016,1,14
"EE00600590345",2016,1,15
"EE00600590345",2016,1,16
"EE00600590345",2016,1,17
"EE00600590345",2016,1,18
"EE00600590345",2016,1,19
"EE00600590345",2016,1,20
"EE00600590345",2016,1,21
"EE00600590345",2016,1,22
"EE00600590345",2016,1,23
"EE00600590345",2016,1,24
"EE00600590345",2016,1,25
"EE00600590345",2016,1,26
"EE00600590345",2016,1,27
"EE00600590345",2016,1,28
"EE00600590345",2016,1,29
"EE00600590345",2016,1,30
"EE00600590345",2016,1,31
"EE00600590345",2016,2,1
"EE00600590345",2016,2,2
"EE00600590345",2016,2,3
"EE00600590345",2016,2,4
"EE00600590345",2016,2,5
"EE00600590345",2016,2,6
"EE00600590345",2016,2,7
"EE00600590345",2016,2,8
"EE00600590345",2016,2,9
"EE00600590345",2016,2,10
"EE00600590345",2016,2,11
"EE00600590345",2016,2,12
"EE00600590345",2016,2,13
"EE00600590345",2016,2,15
"EE00600590345",2016,2,14
"EE00600590345",2016,2,16
"EE00600590345",2016,2,17
"EE00600590345",2016,2,18
"EE00600590345",2016,2,19
"EE00600590345",2016,2,20
"EE00600590345",2016,2,21
"EE00600590345",2016,2,22
"EE00600590345",2016,2,23
"EE00600590345",2016,2,24
"EE00600590345",2016,2,25
"EE00600590345",2016,2,26
"EE00600590345",2016,2,27
"EE00600590345",2016,2,28
"EE00600590345",2016,2,29
"EE00600590381",2016,1,1
"EE00600590381",2015,12,31
"EE00600590381",2016,1,4
"EE00600590381",2016,1,2
"EE00600590381",2016,1,3
"EE00600590381",2016,1,5
"EE00600590381",2016,1,6
"EE00600590381",2016,1,7
"EE00600590381",2016,1,8
"EE00600590381",2016,1,9
"EE00600590381",2016,1,10
"EE00600590381",2016,1,11
"EE00600590381",2016,1,12
"EE00600590381",2016,1,13
"EE00600590381",2016,1,14
"EE00600590381",2016,1,15
"EE00600590381",2016,1,16
"EE00600590381",2016,1,17
"EE00600590381",2016,1,18
"EE00600590381",2016,1,19
"EE00600590381",2016,1,20
"EE00600590381",2016,1,21
"EE00600590381",2016,1,22
"EE00600590381",2016,1,23
"EE00600590381",2016,1,24
"EE00600590381",2016,1,25
"EE00600590381",2016,1,26
"EE00600590381",2016,1,27
"EE00600590381",2016,1,28
"EE00600590381",2016,1,29
"EE00600590381",2016,1,30
"EE00600590381",2016,1,31
"EE00600590381",2016,2,1
"EE00600590381",2016,2,2
"EE00600590381",2016,2,3
"EE00600590381",2016,2,4
"EE00600590381",2016,2,5
"EE00600590381",2016,2,6
"EE00600590381",2016,2,7
"EE00600590381",2016,2,8
"EE00600590381",2016,2,9
"EE00600590381",2016,2,10
"EE00600590381",2016,2,11
"EE00600590381",2016,2,12
"EE00600590381",2016,2,13
"EE00600590381",2016,2,15
"EE00600590381",2016,2,14
"EE00600590381",2016,2,16
"EE00600590381",2016,2,17
"EE00600590381",2016,2,18
"EE00600590381",2016,2,19
"EE00600590381",2016,2,20
"EE00600590381",2016,2,21
"EE00600590381",2016,2,22
"EE00600590381",2016,2,23
"EE00600590381",2016,2,24
"EE00600590381",2016,2,25
"EE00600590381",2016,2,26
"EE00600590381",2016,2,27
"EE00600590381",2016,2,28
"EE00600590381",2016,2,29
"EE00600590660",2016,1,1
"EE00600590660",2015,12,31
"EE00600590660",2016,1,4
"EE00600590660",2016,1,2
"EE00600590660",2016,1,3
"EE00600590660",2016,1,5
"EE00600590660",2016,1,6
"EE00600590660",2016,1,7
"EE00600590660",2016,1,8
"EE00600590660",2016,1,9
"EE00600590660",2016,1,10
"EE00600590660",2016,1,11
"EE00600590660",2016,1,12
"EE00600590660",2016,1,13
"EE00600590660",2016,1,14
"EE00600590660",2016,1,15
"EE00600590660",2016,1,16
"EE00600590660",2016,1,17
"EE00600590660",2016,1,18
"EE00600590660",2016,1,19
"EE00600590660",2016,1,20
"EE00600590660",2016,1,21
"EE00600590660",2016,1,22
"EE00600590660",2016,1,23
"EE00600590660",2016,1,24
"EE00600590660",2016,1,25
"EE00600590660",2016,1,26
"EE00600590660",2016,1,27
"EE00600590660",2016,1,28
"EE00600590660",2016,1,29
"EE00600590660",2016,1,30
"EE00600590660",2016,1,31
"EE00600590660",2016,2,1
"EE00600590660",2016,2,2
"EE00600590660",2016,2,3
"EE00600590660",2016,2,4
"EE00600590660",2016,2,5
"EE00600590660",2016,2,6
"EE00600590660",2016,2,7
"EE00600590660",2016,2,8
"EE00600590660",2016,2,9
"EE00600590660",2016,2,10
"EE00600590660",2016,2,11
"EE00600590660",2016,2,12
"EE00600590660",2016,2,13
"EE00600590660",2016,2,15
"EE00600590660",2016,2,14
"EE00600590660",2016,2,16
"EE00600590660",2016,2,17
"EE00600590660",2016,2,18
"EE00600590660",2016,2,19
"EE00600590660",2016,2,20
"EE00600590660",2016,2,21
"EE00600590660",2016,2,22
"EE00600590660",2016,2,23
"EE00600590660",2016,2,24
"EE00600590660",2016,2,25
"EE00600590660",2016,2,26
"EE00600590660",2016,2,27
"EE00600590660",2016,2,28
"EE00600590660",2016,2,29
"EE00600590662",2016,1,1
"EE00600590662",2015,12,31
"EE00600590662",2016,1,4
"EE00600590662",2016,1,2
"EE00600590662",2016,1,3
"EE00600590662",2016,1,5
"EE00600590662",2016,1,6
"EE00600590662",2016,1,7
"EE00600590662",2016,1,8
"EE00600590662",2016,1,9
"EE00600590662",2016,1,10
"EE00600590662",2016,1,11
"EE00600590662",2016,1,12
"EE00600590662",2016,1,13
"EE00600590662",2016,1,14
"EE00600590662",2016,1,15
"EE00600590662",2016,1,16
"EE00600590662",2016,1,17
"EE00600590662",2016,1,18
"EE00600590662",2016,1,19
"EE00600590662",2016,1,20
"EE00600590662",2016,1,21
"EE00600590662",2016,1,22
"EE00600590662",2016,1,23
"EE00600590662",2016,1,24
"EE00600590662",2016,1,25
"EE00600590662",2016,1,26
"EE00600590662",2016,1,27
"EE00600590662",2016,1,28
"EE00600590662",2016,1,29
"EE00600590662",2016,1,30
"EE00600590662",2016,1,31
"EE00600590662",2016,2,1
"EE00600590662",2016,2,2
"EE00600590662",2016,2,3
"EE00600590662",2016,2,4
"EE00600590662",2016,2,5
"EE00600590662",2016,2,6
"EE00600590662",2016,2,7
"EE00600590662",2016,2,8
"EE00600590662",2016,2,9
"EE00600590662",2016,2,10
"EE00600590662",2016,2,11
"EE00600590662",2016,2,12
"EE00600590662",2016,2,13
"EE00600590662",2016,2,15
"EE00600590662",2016,2,14
"EE00600590662",2016,2,16
"EE00600590662",2016,2,17
"EE00600590662",2016,2,18
"EE00600590662",2016,2,19
"EE00600590662",2016,2,20
"EE00600590662",2016,2,21
"EE00600590662",2016,2,22
"EE00600590662",2016,2,23
"EE00600590662",2016,2,24
"EE00600590662",2016,2,25
"EE00600590662",2016,2,26
"EE00600590662",2016,2,27
"EE00600590662",2016,2,28
"EE00600590662",2016,2,29
"EE00600590663",2016,1,1
"EE00600590663",2015,12,31
"EE00600590663",2016,1,4
"EE00600590663",2016,1,2
"EE00600590663",2016,1,3
"EE00600590663",2016,1,5
"EE00600590663",2016,1,6
"EE00600590663",2016,1,7
"EE00600590663",2016,1,8
"EE00600590663",2016,1,9
"EE00600590663",2016,1,10
"EE00600590663",2016,1,11
"EE00600590663",2016,1,12
"EE00600590663",2016,1,13
"EE00600590663",2016,1,14
"EE00600590663",2016,1,15
"EE00600590663",2016,1,16
"EE00600590663",2016,1,17
"EE00600590663",2016,1,18
"EE00600590663",2016,1,19
"EE00600590663",2016,1,20
"EE00600590663",2016,1,21
"EE00600590663",2016,1,22
"EE00600590663",2016,1,23
"EE00600590663",2016,1,24
"EE00600590663",2016,1,25
"EE00600590663",2016,1,26
"EE00600590663",2016,1,27
"EE00600590663",2016,1,28
"EE00600590663",2016,1,29
"EE00600590663",2016,1,30
"EE00600590663",2016,1,31
"EE00600590663",2016,2,1
"EE00600590663",2016,2,2
"EE00600590663",2016,2,3
"EE00600590663",2016,2,4
"EE00600590663",2016,2,5
"EE00600590663",2016,2,6
"EE00600590663",2016,2,7
"EE00600590663",2016,2,8
"EE00600590663",2016,2,9
"EE00600590663",2016,2,10
"EE00600590663",2016,2,11
"EE00600590663",2016,2,12
"EE00600590663",2016,2,13
"EE00600590663",2016,2,15
"EE00600590663",2016,2,14
"EE00600590663",2016,2,16
"EE00600590663",2016,2,17
"EE00600590663",2016,2,18
"EE00600590663",2016,2,19
"EE00600590663",2016,2,20
"EE00600590663",2016,2,21
"EE00600590663",2016,2,22
"EE00600590663",2016,2,23
"EE00600590663",2016,2,24
"EE00600590663",2016,2,25
"EE00600590663",2016,2,26
"EE00600590663",2016,2,27
"EE00600590663",2016,2,28
"EE00600590663",2016,2,29
"EE00600590702",2016,1,1
"EE00600590702",2015,12,31
"EE00600590702",2016,1,4
"EE00600590702",2016,1,2
"EE00600590702",2016,1,3
"EE00600590702",2016,1,5
"EE00600590702",2016,1,6
"EE00600590702",2016,1,7
"EE00600590702",2016,1,8
"EE00600590702",2016,1,9
